time,position,temperature,voltage,label
2023-12-07 15:37:57,501,31,7350,0
2023-12-07 15:37:58,501,31,7317,0
2023-12-07 15:37:58,502,31,7343,0
2023-12-07 15:37:58,501,31,7361,0
2023-12-07 15:37:58,501,31,7368,0
2023-12-07 15:37:59,501,31,7325,0
2023-12-07 15:37:59,501,31,7345,0
2023-12-07 15:37:59,501,32,7376,0
2023-12-07 15:37:59,501,32,7330,0
2023-12-07 15:38:00,501,32,7387,0
2023-12-07 15:38:00,501,31,7336,0
2023-12-07 15:38:00,501,31,7348,0
2023-12-07 15:38:00,501,31,7350,0
2023-12-07 15:38:01,502,31,7350,0
2023-12-07 15:38:01,501,31,7361,0
2023-12-07 15:38:01,501,31,7412,0
2023-12-07 15:38:01,502,32,7343,0
2023-12-07 15:38:02,501,31,7314,0
2023-12-07 15:38:02,501,31,7361,0
2023-12-07 15:38:02,501,32,7381,0
2023-12-07 15:38:02,501,32,7343,0
2023-12-07 15:38:02,501,31,7334,0
2023-12-07 15:38:02,501,32,7348,0
2023-12-07 15:38:03,501,32,7354,0
2023-12-07 15:38:03,501,32,7376,0
2023-12-07 15:38:03,501,31,7354,0
2023-12-07 15:38:03,501,32,7317,0
2023-12-07 15:38:04,500,31,7350,0
2023-12-07 15:38:04,501,31,7365,0
2023-12-07 15:38:04,501,31,7379,0
2023-12-07 15:38:04,501,31,7343,0
2023-12-07 15:38:04,501,31,7343,0
2023-12-07 15:38:04,502,32,7345,0
2023-12-07 15:38:05,501,31,7336,0
2023-12-07 15:38:05,501,32,7336,0
2023-12-07 15:38:05,501,31,7341,0
2023-12-07 15:38:05,501,31,7336,0
2023-12-07 15:38:05,501,31,7345,0
2023-12-07 15:38:06,501,31,7328,0
2023-12-07 15:38:06,502,32,7345,0
2023-12-07 15:38:06,501,31,7332,0
2023-12-07 15:38:06,501,32,7356,0
2023-12-07 15:38:06,501,32,7319,0
2023-12-07 15:38:07,501,32,7352,0
2023-12-07 15:38:07,502,32,7341,0
2023-12-07 15:38:07,502,32,7305,0
2023-12-07 15:38:07,502,32,7356,0
2023-12-07 15:38:07,501,31,7379,0
2023-12-07 15:38:07,501,31,7334,0
2023-12-07 15:38:08,501,32,7356,0
2023-12-07 15:38:08,501,32,7350,0
2023-12-07 15:38:08,501,31,7368,0
2023-12-07 15:38:08,502,31,7410,0
2023-12-07 15:38:09,501,31,7350,0
2023-12-07 15:38:09,501,32,7363,0
2023-12-07 15:38:09,501,32,7352,0
2023-12-07 15:38:09,501,32,7348,0
2023-12-07 15:38:09,502,32,7368,0
2023-12-07 15:38:09,501,32,7305,0
2023-12-07 15:38:10,501,32,7323,0
2023-12-07 15:38:10,501,32,7379,0
2023-12-07 15:38:10,502,32,7350,0
2023-12-07 15:38:10,501,32,7396,0
2023-12-07 15:38:10,501,31,7319,0
2023-12-07 15:38:10,501,31,7368,0
2023-12-07 15:38:11,501,31,7361,0
2023-12-07 15:38:11,502,32,7305,0
2023-12-07 15:38:11,501,32,7368,0
2023-12-07 15:38:11,501,31,7350,0
2023-12-07 15:38:12,501,31,7379,0
2023-12-07 15:38:12,501,31,7356,0
2023-12-07 15:38:12,501,31,7370,0
2023-12-07 15:38:12,502,31,7343,0
2023-12-07 15:38:12,501,31,7332,0
2023-12-07 15:38:13,502,32,7341,0
2023-12-07 15:38:13,501,31,7352,0
2023-12-07 15:38:13,501,32,7394,0
2023-12-07 15:38:13,502,32,7343,0
2023-12-07 15:38:13,501,32,7301,0
2023-12-07 15:38:14,501,31,7359,0
2023-12-07 15:38:14,501,31,7343,0
2023-12-07 15:38:14,501,32,7319,0
2023-12-07 15:38:14,501,32,7354,0
2023-12-07 15:38:14,501,31,7332,0
2023-12-07 15:38:15,501,31,7341,0
2023-12-07 15:38:15,501,32,7319,0
2023-12-07 15:38:15,502,31,7336,0
2023-12-07 15:38:15,502,31,7363,0
2023-12-07 15:38:15,501,31,7336,0
2023-12-07 15:38:15,501,31,7310,0
2023-12-07 15:38:15,501,31,7348,0
2023-12-07 15:38:16,501,31,7372,0
2023-12-07 15:38:16,501,32,7352,0
2023-12-07 15:38:16,501,31,7363,0
2023-12-07 15:38:16,501,32,7323,0
2023-12-07 15:38:17,501,31,7323,0
2023-12-07 15:38:17,501,32,7368,0
2023-12-07 15:38:17,501,32,7332,0
2023-12-07 15:38:17,501,32,7345,0
2023-12-07 15:38:18,501,31,7394,0
2023-12-07 15:38:18,501,31,7332,0
2023-12-07 15:38:18,502,31,7356,0
2023-12-07 15:38:18,501,31,7394,0
2023-12-07 15:38:18,501,31,7312,0
2023-12-07 15:38:18,501,31,7330,0
2023-12-07 15:38:18,501,31,7352,0
2023-12-07 15:38:19,502,31,7368,0
2023-12-07 15:38:19,501,31,7356,0
2023-12-07 15:38:19,501,31,7354,0
2023-12-07 15:38:19,501,31,7350,0
2023-12-07 15:38:19,501,31,7341,0
2023-12-07 15:38:20,502,31,7359,0
2023-12-07 15:38:20,501,31,7372,0
2023-12-07 15:38:20,501,31,7319,0
2023-12-07 15:38:20,501,31,7350,0
2023-12-07 15:38:21,501,31,7310,0
2023-12-07 15:38:21,501,31,7310,0
2023-12-07 15:38:21,501,31,7305,0
2023-12-07 15:38:21,501,31,7336,0
2023-12-07 15:38:21,501,31,7350,0
2023-12-07 15:38:22,501,31,7319,0
2023-12-07 15:38:22,502,31,7345,0
2023-12-07 15:38:22,501,31,7308,0
2023-12-07 15:38:22,502,31,7339,0
2023-12-07 15:38:22,501,31,7336,0
2023-12-07 15:38:23,501,31,7332,0
2023-12-07 15:38:23,502,31,7317,0
2023-12-07 15:38:23,501,31,7336,0
2023-12-07 15:38:23,501,31,7354,0
2023-12-07 15:38:23,501,31,7365,0
2023-12-07 15:38:23,501,31,7343,0
2023-12-07 15:38:24,501,31,7314,0
2023-12-07 15:38:24,501,31,7330,0
2023-12-07 15:38:24,502,31,7339,0
2023-12-07 15:38:24,501,31,7354,0
2023-12-07 15:38:25,501,31,7341,0
2023-12-07 15:38:25,501,31,7325,0
2023-12-07 15:38:25,501,32,7330,0
2023-12-07 15:38:25,501,31,7330,0
2023-12-07 15:38:25,502,32,7370,0
2023-12-07 15:38:25,501,32,7345,0
2023-12-07 15:38:25,501,31,7314,0
2023-12-07 15:38:25,502,31,7336,0
2023-12-07 15:38:26,501,31,7323,0
2023-12-07 15:38:26,501,32,7339,0
2023-12-07 15:38:26,501,31,7368,0
2023-12-07 15:38:26,501,32,7299,0
2023-12-07 15:38:27,501,31,7356,0
2023-12-07 15:38:27,501,32,7299,0
2023-12-07 15:38:27,502,32,7299,0
2023-12-07 15:38:27,502,31,7323,0
2023-12-07 15:38:27,501,32,7352,0
2023-12-07 15:38:27,501,32,7310,0
2023-12-07 15:38:28,501,32,7317,0
2023-12-07 15:38:28,501,31,7325,0
2023-12-07 15:38:28,501,32,7348,0
2023-12-07 15:38:28,501,32,7319,0
2023-12-07 15:38:28,501,32,7312,0
2023-12-07 15:38:28,501,32,7345,0
2023-12-07 15:38:29,501,32,7312,0
2023-12-07 15:38:29,501,31,7341,0
2023-12-07 15:38:29,501,32,7363,0
2023-12-07 15:38:29,501,32,7352,0
2023-12-07 15:38:29,501,32,7356,0
2023-12-07 15:38:30,503,32,7348,0
2023-12-07 15:38:30,501,32,7343,0
2023-12-07 15:38:30,502,32,7348,0
2023-12-07 15:38:30,501,32,7348,0
2023-12-07 15:38:31,501,32,7308,0
2023-12-07 15:38:31,501,32,7334,0
2023-12-07 15:38:31,501,32,7334,0
2023-12-07 15:38:31,501,32,7374,0
2023-12-07 15:38:31,501,32,7343,0
2023-12-07 15:38:31,501,32,7328,0
2023-12-07 15:38:32,501,32,7334,0
2023-12-07 15:38:32,501,32,7328,0
2023-12-07 15:38:32,501,32,7299,0
2023-12-07 15:38:32,501,32,7350,0
2023-12-07 15:38:32,501,32,7328,0
2023-12-07 15:38:32,501,32,7343,0
2023-12-07 15:38:33,501,32,7363,0
2023-12-07 15:38:33,501,32,7345,0
2023-12-07 15:38:33,501,32,7363,0
2023-12-07 15:38:33,501,32,7334,0
2023-12-07 15:38:34,501,32,7341,0
2023-12-07 15:38:34,501,32,7356,0
2023-12-07 15:38:34,501,32,7348,0
2023-12-07 15:38:34,501,32,7305,0
2023-12-07 15:38:34,501,32,7365,0
2023-12-07 15:38:34,501,32,7323,0
2023-12-07 15:38:34,501,32,7345,0
