time,position,temperature,voltage,pred_label
2023-11-19 22:04:06.500,504.726715106901,34.1010002472333,7000.74171189987,1
2023-11-19 22:04:06.782,500.094120215802,30.9341493277913,7001.79800674879,1
2023-11-19 22:04:06.862,507.636404578534,30.8127612364245,7004.42084293296,1
2023-11-19 22:04:06.920,504.690096673822,31.1550680549035,7007.92062690204,1
2023-11-19 22:04:07.211,502.353127937998,31.3313010862807,7001.66827892277,1
2023-11-19 22:04:07.468,506.444903335598,34.1882005389011,7008.89840846852,1
2023-11-19 22:04:07.533,504.266955935982,32.9015414515766,7005.63521071518,1
2023-11-19 22:04:07.584,502.643714211243,33.6067600420532,7003.87407351661,1
2023-11-19 22:04:07.612,508.74662710273,33.4455636890548,7009.59775658649,1
2023-11-19 22:04:07.886,500.46887592318,30.0958150891808,7006.6720358088,1
2023-11-19 22:04:07.951,500.0872496602,32.2370768214813,7001.29919444819,1
2023-11-19 22:04:07.993,505.967451917192,33.3466889671373,7002.38299311726,1
2023-11-19 22:04:08.222,505.523563239803,33.7192619826193,7005.78447852798,1
2023-11-19 22:04:08.304,500.709758274403,31.6808519222919,7002.98234756692,1
2023-11-19 22:04:08.355,507.649338824555,32.3997765831084,7003.42750072721,1
2023-11-19 22:04:08.393,504.301317677415,32.4834078761092,7002.66890194864,1
2023-11-19 22:04:08.635,500.385996790755,34.5076336868101,7000.19832846486,1
2023-11-19 22:04:08.739,503.296490151307,32.5673499916561,7007.45894216836,1
2023-11-19 22:04:08.793,500.549298244972,34.1533214760403,7002.09664980504,1
2023-11-19 22:04:08.833,507.921994965949,33.2837386235412,7002.38238001887,1
2023-11-19 22:04:09.112,506.517582951915,34.2500062629776,7003.2570991977,1
2023-11-19 22:04:09.234,502.500551016212,31.9216139597198,7003.8958668234,1
2023-11-19 22:04:09.313,503.978313961982,34.5992743123805,7002.95276487022,1
2023-11-19 22:04:09.361,508.59349228427,33.8658269653755,7002.32138814335,1
2023-11-19 22:04:09.627,506.35162565328,31.0111737005068,7007.4717392215,1
2023-11-19 22:04:09.703,503.525647332764,33.8307887778018,7002.69657733507,1
2023-11-19 22:04:09.765,502.629064710231,33.7573235046044,7007.35160949776,1
2023-11-19 22:04:09.809,505.059681833629,31.8247038211978,7008.85699876372,1
2023-11-19 22:04:09.854,501.283999252065,30.6235635721025,7002.20780496593,1
2023-11-19 22:04:09.889,505.625400896739,31.3956472677826,7007.10237010717,1
2023-11-19 22:04:10.169,502.157076422143,32.0491240213162,7008.14698329495,1
2023-11-19 22:04:10.241,509.014798061684,31.2636879853729,7008.29577252755,1
2023-11-19 22:04:10.297,508.486387403129,31.5901118731395,7002.91024226094,1
2023-11-19 22:04:10.345,505.549976054842,30.3091740095872,7005.09346639705,1
2023-11-19 22:04:10.387,500.72098046187,30.5889025101354,7009.46451952975,1
2023-11-19 22:04:10.660,500.152040919457,34.4730507882097,7000.88622550948,1
2023-11-19 22:04:10.742,500.041749435264,31.3157376201904,7004.40093264546,1
2023-11-19 22:04:10.802,501.22975325747,32.738676260348,7005.74173162162,1
2023-11-19 22:04:10.845,500.88617741035,32.4138030119637,7009.01545887223,1
2023-11-19 22:04:10.887,503.102195326254,32.421803310426,7000.94250599098,1
2023-11-19 22:04:11.203,500.794881759216,32.3163716054686,7000.56761236051,1
2023-11-19 22:04:11.280,503.183661450951,34.7556617829545,7002.51725150291,1
2023-11-19 22:04:11.338,501.694537729608,30.8474842694654,7007.29227234563,1
2023-11-19 22:04:11.386,506.998496106908,31.688506501049,7004.40482738799,1
2023-11-19 22:04:11.422,503.683011838068,32.6628629656936,7004.17667755507,1
2023-11-19 22:04:11.714,507.53687383543,30.590741948771,7004.79536953467,1
2023-11-19 22:04:11.784,501.371136225552,34.6814222744176,7002.61317424839,1
2023-11-19 22:04:11.852,504.84110076254,30.2979363610582,7009.95196687766,1
2023-11-19 22:04:11.908,504.193347453007,33.8899830512811,7001.64335945814,1
2023-11-19 22:04:11.951,500.546745445124,33.300772169679,7007.59188413754,1
2023-11-19 22:04:12.245,501.91982409252,31.888879787431,7002.62880730042,1
2023-11-19 22:04:12.331,503.576332991153,32.608133385402,7002.96721062289,1
2023-11-19 22:04:12.420,500.167334481527,34.390831310937,7004.10816260326,1
2023-11-19 22:04:12.473,504.147526911942,32.1695086825161,7006.13623718526,1
2023-11-19 22:04:12.531,504.180274006448,33.4976425947014,7001.33527033902,1
2023-11-19 22:04:12.577,505.562450391722,34.9041129666403,7001.04573364549,1
2023-11-19 22:04:12.944,503.809197439399,34.0126381390573,7009.43087255812,1
2023-11-19 22:04:13.034,509.244706753855,32.5134901517256,7000.87818231556,1
2023-11-19 22:04:13.100,504.896854052769,33.6387325780624,7007.39639105597,1
2023-11-19 22:04:13.175,508.290094039549,30.6093650993942,7006.59700071405,1
2023-11-19 22:04:13.234,503.364958235709,33.5125285665924,7007.7114492334,1
2023-11-19 22:04:13.526,505.864792135302,31.3947559849792,7009.74073003117,1
2023-11-19 22:04:13.584,508.104451496983,32.9481536584391,7003.55761160179,1
2023-11-19 22:04:13.675,505.901779679885,30.2338774198821,7000.62444232988,1
2023-11-19 22:04:13.771,508.375796630568,32.6620379955608,7007.74288807551,1
2023-11-19 22:04:13.832,501.955109126149,30.5854735234825,7009.21560441743,1
2023-11-19 22:04:13.886,506.380362090401,30.5631455772903,7006.01948299507,1
2023-11-19 22:04:13.925,509.901065685791,30.7224071959115,7004.48451097996,1
2023-11-19 22:04:13.963,505.411958909681,33.5620189948242,7004.28239098973,1
2023-11-19 22:04:14.341,507.230789747999,32.6954671128389,7005.18470964535,1
2023-11-19 22:04:14.402,507.06695723606,30.8935726797868,7008.42334188892,1
2023-11-19 22:04:14.454,504.655886562505,30.6617802145855,7009.83339475448,1
2023-11-19 22:04:14.510,500.583390878931,34.5332261545074,7008.12701923543,1
2023-11-19 22:04:14.571,504.452439417039,32.5794892151617,7005.06606718755,1
2023-11-19 22:04:14.608,501.483886261433,30.1306523291204,7007.78801240055,1
2023-11-19 22:04:14.650,502.666785012345,32.7935434612297,7000.88674105902,1
2023-11-19 22:04:15.054,500.880556499638,30.9361184970433,7007.96132509196,1
2023-11-19 22:04:15.135,508.89294311935,34.8010752025226,7007.62522723712,1
2023-11-19 22:04:15.211,504.66354413869,32.0964254433917,7008.15292535256,1
2023-11-19 22:04:15.266,503.305762804129,30.9980621017124,7006.22447293931,1
2023-11-19 22:04:15.316,501.875514816701,32.8802491056211,7005.68924340118,1
2023-11-19 22:04:15.355,505.453479174849,31.0635898372833,7002.69247740018,1
2023-11-19 22:04:15.394,502.897832635626,30.8534022374428,7006.10356340069,1
2023-11-19 22:04:15.768,503.190235169831,31.097470765313,7003.88231788195,1
2023-11-19 22:04:15.843,502.889252224605,33.516986015235,7001.52514877424,1
2023-11-19 22:04:15.937,505.095068944623,31.0453344555474,7008.02827713782,1
2023-11-19 22:04:16.001,505.365185089262,31.0776506426446,7002.7536058651,1
2023-11-19 22:04:16.058,501.421090602596,34.2411960727673,7005.13150671577,1
2023-11-19 22:04:16.103,504.548470801532,34.8440147514747,7001.32654377654,1
2023-11-19 22:04:16.137,508.701934833073,31.8805430540048,7007.71743336576,1
2023-11-19 22:04:16.475,502.72564244045,32.5837278694387,7005.68927277383,1
2023-11-19 22:04:16.548,506.198729674814,31.4186856249392,7001.78912585385,1
2023-11-19 22:04:16.620,506.342752178565,34.7352721503695,7003.18523795145,1
2023-11-19 22:04:16.682,505.730181958283,31.4323106146409,7008.36174123948,1
2023-11-19 22:04:16.721,508.130050334174,31.824588312479,7000.47699951839,1
2023-11-19 22:04:16.752,503.335003590272,31.7319574637804,7006.14883952808,1
2023-11-19 22:04:16.790,506.297334384218,30.0996808465834,7005.15370684869,1
2023-11-19 22:04:16.818,509.85949310234,32.1921833588129,7007.8665020438,1
2023-11-19 22:04:17.171,505.150226934524,33.1480670457781,7009.21368162928,1
2023-11-19 22:04:17.235,502.474987895856,31.8999344679417,7005.51740340978,1
2023-11-19 22:04:17.289,509.85617990132,30.6636114169851,7003.8676587697,1
2023-11-19 22:04:17.359,506.818610095846,30.3762940706732,7003.38985785306,1
2023-11-19 22:04:17.425,509.132312027523,33.7919587155301,7001.60259179016,1
2023-11-19 22:04:17.464,500.362869913322,32.7725757331188,7005.29500188337,1
2023-11-19 22:04:17.502,500.768243518578,30.5552749039243,7007.99008525283,1
2023-11-19 22:04:17.858,509.572880814638,32.503089518183,7002.24500111223,1
2023-11-19 22:04:17.940,501.533804606834,32.975438389568,7005.05026077842,1
2023-11-19 22:04:18.013,503.238271292842,32.566937790407,7004.34749714509,1
2023-11-19 22:04:18.076,508.5653619225,32.9693046182372,7008.44583604749,1
2023-11-19 22:04:18.135,508.736391858095,34.895015470985,7006.42487735627,1
2023-11-19 22:04:18.200,507.868794330296,31.7358061889036,7002.78427397559,1
2023-11-19 22:04:18.562,507.339182506482,32.9362251685024,7004.71703508192,1
2023-11-19 22:04:18.654,501.271582944355,33.3659288966436,7005.65820039135,1
2023-11-19 22:04:18.741,508.85965655813,32.0254846957052,7008.71851994017,1
2023-11-19 22:04:18.814,509.065203083537,32.292406005942,7002.14342282367,1
2023-11-19 22:04:18.883,504.55781996287,30.7240592849114,7000.45435302888,1
2023-11-19 22:04:18.935,507.341427778232,32.1477078745242,7002.23983896313,1
2023-11-19 22:04:18.978,502.589746645178,31.0011111015626,7008.20245119293,1
2023-11-19 22:04:19.414,502.580725129322,31.0300879601042,7000.77823189902,1
2023-11-19 22:04:19.502,505.066141392985,32.3182402454249,7008.92450795257,1
2023-11-19 22:04:19.583,503.754002945679,34.2385293794333,7000.00974538559,1
2023-11-19 22:04:19.661,501.031408781272,34.3747069472544,7001.13062118527,1
2023-11-19 22:04:19.726,505.274590872028,30.3625721444754,7000.26321694893,1
2023-11-19 22:04:19.785,507.921655264152,31.9787336438258,7003.76786430872,1
2023-11-19 22:04:19.838,504.960664311611,30.7524016013062,7001.20606949943,1
2023-11-19 22:04:19.879,507.963820241296,32.8156069308129,7005.21101186062,1
