time,position,temperature,voltage,label
20-Nov-2023 15:02:07,499,27,7179,0
20-Nov-2023 15:02:07,499,27,7168,0
20-Nov-2023 15:02:07,499,27,7197,0
20-Nov-2023 15:02:07,499,27,7201,0
20-Nov-2023 15:02:08,499,27,7241,0
20-Nov-2023 15:02:08,499,27,7163,0
20-Nov-2023 15:02:08,499,27,7159,0
20-Nov-2023 15:02:09,499,27,7210,0
20-Nov-2023 15:02:09,500,27,7144,0
20-Nov-2023 15:02:09,499,27,7139,0
20-Nov-2023 15:02:09,499,27,7144,0
20-Nov-2023 15:02:09,499,27,7146,0
20-Nov-2023 15:02:10,499,27,7137,0
20-Nov-2023 15:02:10,499,27,7159,0
20-Nov-2023 15:02:10,499,27,7188,0
20-Nov-2023 15:02:10,499,27,7237,0
20-Nov-2023 15:02:10,499,27,7170,0
20-Nov-2023 15:02:11,499,27,7157,0
20-Nov-2023 15:02:11,499,27,7161,0
20-Nov-2023 15:02:11,499,27,7246,0
20-Nov-2023 15:02:11,499,27,7155,0
20-Nov-2023 15:02:11,499,27,7166,0
20-Nov-2023 15:02:12,499,27,7163,0
20-Nov-2023 15:02:12,499,27,7181,0
20-Nov-2023 15:02:12,499,27,7155,0
20-Nov-2023 15:02:12,499,27,7239,0
20-Nov-2023 15:02:12,499,27,7170,0
20-Nov-2023 15:02:12,499,27,7188,0
20-Nov-2023 15:02:13,499,27,7166,0
20-Nov-2023 15:02:13,499,27,7166,0
20-Nov-2023 15:02:13,499,27,7179,0
20-Nov-2023 15:02:13,499,27,7159,0
20-Nov-2023 15:02:14,499,27,7234,0
20-Nov-2023 15:02:14,499,27,7159,0
20-Nov-2023 15:02:14,499,27,7152,0
20-Nov-2023 15:02:14,499,27,7152,0
20-Nov-2023 15:02:14,499,27,7155,0
20-Nov-2023 15:02:15,499,27,7166,0
20-Nov-2023 15:02:15,499,27,7155,0
20-Nov-2023 15:02:15,499,27,7223,0
20-Nov-2023 15:02:15,499,27,7161,0
20-Nov-2023 15:02:15,499,27,7228,0
20-Nov-2023 15:02:16,499,27,7159,0
20-Nov-2023 15:02:16,499,27,7250,0
20-Nov-2023 15:02:16,499,27,7163,0
20-Nov-2023 15:02:16,499,27,7163,0
20-Nov-2023 15:02:16,499,27,7152,0
20-Nov-2023 15:02:17,499,27,7148,0
20-Nov-2023 15:02:17,499,27,7155,0
20-Nov-2023 15:02:17,499,27,7232,0
20-Nov-2023 15:02:17,499,27,7159,0
20-Nov-2023 15:02:17,499,27,7223,0
20-Nov-2023 15:02:18,499,27,7148,0
20-Nov-2023 15:02:18,499,27,7221,0
20-Nov-2023 15:02:18,499,27,7230,0
20-Nov-2023 15:02:18,499,27,7241,0
20-Nov-2023 15:02:19,499,27,7183,0
20-Nov-2023 15:02:19,499,27,7170,0
20-Nov-2023 15:02:19,499,27,7177,0
20-Nov-2023 15:02:19,499,27,7155,0
20-Nov-2023 15:02:20,499,27,7170,0
20-Nov-2023 15:02:20,499,27,7168,0
20-Nov-2023 15:02:20,499,27,7163,0
20-Nov-2023 15:02:20,499,27,7234,0
20-Nov-2023 15:02:20,499,27,7163,0
